,Abstract,Task 1
45994,"However, an emerging approach consists in combining them so as to get the best of both worlds.",BACKGROUND/OBJECTIVES
46001,"However, there are still challenges remaining, for example, how to include complex dynamics while guaranteeing optimality.",OBJECTIVES
46002,"If the open-loop dynamics are unstable, exploration by random sampling in control space becomes inefficient.",OBJECTIVES
46010,In this paper the Shannon capacity of DNA data embedding is obtained for the case in which DNA sequences are subject to substitution mutations modelled using the Kimura model from molecular evolution studies.,OBJECTIVES/METHODS/RESULTS
46015,"In this work, we propose a Higher Order Propagation Framework, HOPF, which provides an iterative inference mechanism for these powerful differentiable kernels.",OBJECTIVES
46023,We propose a novel method for compressed sensing recovery using untrained deep generative models.,OBJECTIVES
46030,This paper deals with a very renowned website (that is Book-Crossing) from two angles: The first angle focuses on the direct relations between users and books.,OBJECTIVES
46034,What does it mean when two users like the same book?,OBJECTIVES/METHODS
46043,"By critically examining the suitability of spreadsheet computer programming languages for application development, six ""application development features"" are identified, with source code protection being the most important.",OBJECTIVES
46050,"We describe the fundamental mechanism which explains why ""convolutional-like"" or ""spatially coupled"" codes perform so well.",OBJECTIVES
46061,This working note presents the Recurrent neural network (RNN) and Long short-term memory (LSTM) based embedding for automatic health text classification in the social media mining.,OBJECTIVES/METHODS
46068,We define two concepts of monotonicity to capture this type of knowledge.,OBJECTIVES
46069,We say that a network is isotone in distribution if the probability distribution computed for the output variable given specific observations is stochastically dominated by any such distribution given higher-ordered observations; a network is isotone in mode if a probability distribution given higher observations has a higher mode.,OBJECTIVES
46070,"We show that establishing whether a network exhibits any of these properties of monotonicity is coNPPP-complete in general, and remains coNP-complete for polytrees.",OBJECTIVES/RESULTS/CONCLUSIONS
46071,We present an approximate algorithm for deciding whether a network is monotone in distribution and illustrate its application to a real-life network in oncology.,OBJECTIVES/RESULTS/CONCLUSIONS
46075,This paper provides an introduction to explainability and interpretability in the context of computer vision with an emphasis on looking at people tasks.,OBJECTIVES
46078,"Additionally, we describe a challenge we organized on explainability in first impressions analysis from video.",OBJECTIVES
46083,"In this paper, we investigate the practical usefulness of MPC for multi-domain network security and monitoring.",OBJECTIVES
46084,We first optimize MPC comparison operations for processing high volume data in near real-time.,OBJECTIVES/METHODS
46085,"We then design privacy-preserving protocols for event correlation and aggregation of network traffic statistics, such as addition of volume metrics, computation of feature entropy, and distinct item count.",OBJECTIVES/METHODS
46086,"Optimizing performance of parallel invocations, we implement our protocols along with a complete set of basic operations in a library called SEPIA.",OBJECTIVES/METHODS
46094,"We make three fundamental contributions to the study of procedures or mechanisms for peer selection, a specific type of group decision-making problem, studied in computer science, economics, and political science.",OBJECTIVES
46099,"In this work, we attempt to build computational models that can produce witty descriptions for a given image.",OBJECTIVES
46105,"This paper attempts to explain consequences of the relational calculus not allowing relations to be domains of relations, and to suggest a solution for the issue.",OBJECTIVES/METHODS
46107,We establish exact recovery for the Least Unsquared Deviations (LUD) algorithm of Ozyesil and Singer.,OBJECTIVES
46110,"This paper proposes a design for a hybrid, city-wide urban navigation system for moving agents demanding dedicated assistance.",OBJECTIVES
46114,"However, little is known about the real structure of such online relationships.",OBJECTIVES
46115,"In this paper, we investigate the structure of interschool friendship on a popular social networking site.",OBJECTIVES
46126,We present an approach that provides the required asymmetric integrity and its implementation in the high-assurance seL4 microkernel.,OBJECTIVES/RESULTS
