,Abstract,Task 1
37640,Our proof of this result is constructive and almost immediately implies an efficient algorithm for testing if a given piecewise linear map of a graph in a surface is approximable by an embedding.,CONCLUSIONS
37653,"Compared to the state-of-the-art methods without using CNN, our method achieves the best detection performance on Caltech, outperforming the second best method (i.e., Checkboards) by 1.63%.",CONCLUSIONS
37657,"The time complexity of the implemented algorithms is near-linear, as they scale near-linearly with data size and its dimensions.",CONCLUSIONS
37662,These solutions extend known results and involve less computational effort.,RESULTS/CONCLUSIONS
37669,The results show that using 16 bits for the fingerprint is enough to avoid collisions in practical configurations.,CONCLUSIONS
37676,"We also present an extensive analysis of the dataset and the results achieved by state-of-the-art systems on ComQA, demonstrating that our dataset can be a driver of future research on QA.",RESULTS/CONCLUSIONS
37687,Simulation results corroborate the theoretical findings and show that the proposed approach yields the maximum sum-rate in multiple HAPs-GSs communications in absence of CSI.,CONCLUSIONS
37700,Experimental studies on popular DIMACS and COLOR02 benchmark graphs indicate that RLS achieves competitive performances compared to a number of well-known coloring algorithms.,RESULTS/CONCLUSIONS
37712,We have further integrated all these experiences to develop something of a playbook for creating small Deep Neural Nets for embedded systems.,OBJECTIVES/METHODS/RESULTS/CONCLUSIONS
37718,It is worth mentioning that the previous works are special cases of our works.,CONCLUSIONS
37731,"The results not only help us understand the security strength of different Gaussian trees, which is critical when we evaluate the information leakage issues for various jointly Gaussian distributed measurements in networks, but also provide us both an algebraic and a topological perspective in grasping some fundamental properties of such models.",CONCLUSIONS
37739,Simulation results show that the performance of the cell-edge users is greatly improved when mmWave networks are combined with the technique of BS cooperation.,CONCLUSIONS
37747,"We present a thorough experimental evaluation in both controlled environments and into the wild, revealing dramatic gains in delay performance compared to existing approaches.",RESULTS/CONCLUSIONS
37756,We posit that peer coaching systems hold potential for better supporting crowd workers' skill development while on the job.,CONCLUSIONS
37757,We finish with design implications from our research.,CONCLUSIONS
37767,"As an immediate consequence, we deduce that the round functions of some lightweight translation based ciphers, such as the PRESENT cipher, generate the alternating group.",CONCLUSIONS
37774,The obtained results show that Bi-CLSTM can improve the classification performance as compared to other methods.,RESULTS/CONCLUSIONS
37783,Numerical results show that our fast algorithm maintains the same favorable performance as state-of-the-art algorithms but reduces the complexity by orders of magnitude.,RESULTS/CONCLUSIONS
37799,"This set of benchmark problems, we hope, will encourage the development of new algorithms for the phase retrieval problem in general, and crystallography in particular.",CONCLUSIONS
37820,"We find that our approach does not only provide excellent predictive forecasts, shadowing true future values, but also allows us to infer valuable information, such as the predictive distribution of the occurrence of critical events of interest, accurately and reliably even over long time horizons.",CONCLUSIONS
37834,"In addition, readability assessments by human judges as well as log-likelihood estimates obtained from the dependency parser show that our generated summaries are significantly readable and well-formed.",RESULTS/CONCLUSIONS
37836,"Examples of these universally optimal codes include Hamming, Golay, and Reed-Solomon codes, among many others, and this helps explain their robustness as the channel model varies.",CONCLUSIONS
37850,We evaluate the performance of the algorithm using information gathered from system logs and show that the performance anomalies identified by the proposed method correlates with critical errors reported in the system logs.,CONCLUSIONS
37851,Results are shown for data collected for 2013 from the Lonestar4 system at the Texas Advanced Computing Center (TACC),CONCLUSIONS
37856,Experimental results show that the approach based on NHMC models can outperform existing approaches relevant in classification tasks.,RESULTS/CONCLUSIONS
37868,"We introduce the notion of Price of Privacy, a novel approach for measuring the impact of privacy protection on the accuracy in the proposed framework.",RESULTS/CONCLUSIONS
37869,"Furthermore, we develop a game-theoretical model for different player types, and then either find or prove the existence of a Nash Equilibrium with regard to the strength of privacy protection for each player.",RESULTS/CONCLUSIONS
37870,"Using recommendation systems as our main use case, we demonstrate how two players can make practical use of the proposed theoretical framework, including setting up the parameters and approximating the non-trivial Nash Equilibrium.",METHODS/RESULTS/CONCLUSIONS
37875,"We further report results using the proposed method to discriminate between the five most widely used dialects of Arabic: namely Egyptian, Gulf, Levantine, North African, and MSA, with an accuracy of 52%.",RESULTS/CONCLUSIONS
37876,"We discuss dialect identification errors in the context of dialect code-switching between Dialectal Arabic and MSA, and compare the error pattern between manually labeled data, and the output from our classifier.",CONCLUSIONS
37877,We also release the train and test data as standard corpus for dialect identification.,CONCLUSIONS
37882,This method achieves results comparable to probabilistic techniques in several domains while maintaining scalability and provable optimality.,CONCLUSIONS
