,Abstract,Task 1
44493,"Similar to the noncolluding case, we provide a necessary and a sufficient condition to achieve the maximum possible PIR rate of Protocol 3.",RESULTS
44494,"Moreover, we provide a particular class of codes that is suitable for this protocol and show that RM codes achieve the maximum possible PIR rate for the protocol.",RESULTS
44495,"For all three protocols, we present an algorithm to optimize their PIR rates.",RESULTS
44502,"We show through a compliance minimization problem that the proposed learning mechanism leads to topology generation with near-optimal structural compliance, much improved from standard supervised learning under the same computational budget.",RESULTS/CONCLUSIONS
44508,We then present a technique for automated story generation whereby we decompose the problem into the generation of successive events (event2event) and the generation of natural language sentences from events (event2sentence).,METHODS/RESULTS
44518,We evaluate our approach on the widely-used CUB200-2011 dataset and a new and large dataset called Birdsnap.,RESULTS
44519,"On both datasets, we achieve better results than many state-of-the-art approaches, including a few using oracle (manually annotated) bounding boxes in the test images.",RESULTS
44523,The WLSR method could regularize the convolutional neural network (CNN) baseline to allow more discriminative features to be learned to represent the properties of different writing styles.,RESULTS
44531,This operation conveys additional knowledge represented by the obtained probabilistic bounds.,RESULTS
44532,"Empirical evaluation shows that, with minimal overhead, the output solution set realizes a full enclosure of the data along with tighter bounds on its probabilistic distributions.",RESULTS/CONCLUSIONS
44536,"An extensive experimental study with real data from the right arm of the iCub robot is presented, comparing different model classes and estimation procedures, showing that the proposed `derivative-free' methods outperform existing methodologies.",RESULTS/CONCLUSIONS
44545,The one and only simple solution to this is Web Based e-Learning.,RESULTS
44547,"In a search for the best voting system for single winner elections with several candidates, five very different computer simulation studies were all won soundly by minimax.",OBJECTIVES/METHODS/RESULTS
44549,There turned out to be good reasons to ignore all of those anomalies.,RESULTS
44558,We formally prove that without additional knowledge there is no guarantee that two images with the same factor of variation will be mapped to the same feature.,RESULTS/CONCLUSIONS
44560,"Moreover, we show the role of the feature dimensionality and adversarial training.",RESULTS
44561,"We demonstrate experimentally that the proposed model can successfully transfer attributes on several datasets, but show also cases when the reference ambiguity occurs.",RESULTS/CONCLUSIONS
44570,"Our experimental results demonstrate that unsupervised meta-reinforcement learning effectively acquires accelerated reinforcement learning procedures without the need for manual task design, significantly exceeds the performance of learning from scratch, and even matches performance of meta-learning methods that use hand-specified task distributions.",RESULTS/CONCLUSIONS
44573,"By analyzing the extended system, we provide a design method for the filtering gain and fusion matrices, leading to the extended state distributed Kalman filter.",METHODS/RESULTS
44574,"It is shown that the proposed filter can provide the upper bound of estimation covariance in real time, which means the estimation accuracy can be evaluated online.It is proven that the estimation covariance of the filter is bounded under rather mild assumptions, i.e., collective observability of the system and jointly strong connectedness of network topologies.",RESULTS
44578,We illustrate this graph representation of the evolution of clusters in time and its use on real data from the Madrid Stock Exchange market.,RESULTS
44586,"In simulation, we test the insertion action against dynamic loop deformation of different intensity.",RESULTS
44587,"We also combine insertion with grasp and release actions, coordinated by a hybrid control system, to tie knots in simulation and with a NAO robot.",METHODS/RESULTS
44595,"Results indicate that, with relatively limited training data, the deep autoregressive neural network consisting of 27 convolutional layers is capable of providing an accurate approximation for the high-dimensional model input-output relationship.",RESULTS
44596,The autoregressive strategy substantially improves the network's accuracy and computational efficiency.,RESULTS
44599,"Here, we introduce the Pri family of size-based scheduling policies; Pri simulates any reference scheduler and executes jobs in the order of their simulated completion: we show that these schedulers give strong fairness guarantees, since no job completes later in Pri than in the reference policy.",METHODS/RESULTS
44600,"In addition, we introduce PSBS, a practical implementation of such a scheduler: it works online (i.e., without needing knowledge of jobs submitted in the future), it has an efficient O(log n) implementation and it allows setting priorities to jobs.",RESULTS
